Tiempo,ID,Posicion,Velocidad,Aceleracion,EstadoVehiculo,Semaforo
331.10,46,21.48,2.88,2.50,ACELERANDO,VERDE
331.10,45,41.58,5.00,2.50,ACELERANDO,VERDE
331.10,44,110.11,9.88,0.00,VEL_CONST,VERDE
331.10,43,141.40,9.88,0.00,VEL_CONST,VERDE
331.10,42,173.49,9.88,0.00,VEL_CONST,VERDE
331.15,47,6.85,2.88,2.50,ACELERANDO,VERDE
331.15,46,21.63,3.00,2.50,ACELERANDO,VERDE
331.15,45,41.83,5.12,2.50,ACELERANDO,VERDE
331.15,44,110.60,9.88,0.00,VEL_CONST,VERDE
331.15,43,141.89,9.88,0.00,VEL_CONST,VERDE
331.15,42,173.98,9.88,0.00,VEL_CONST,VERDE
331.20,47,7.00,3.00,2.50,ACELERANDO,VERDE
331.20,46,21.78,3.12,2.50,ACELERANDO,VERDE
331.20,45,42.09,5.25,2.50,ACELERANDO,VERDE
331.20,44,111.09,9.88,0.00,VEL_CONST,VERDE
331.20,43,142.38,9.88,0.00,VEL_CONST,VERDE
331.20,42,174.47,9.88,0.00,VEL_CONST,VERDE
331.25,47,7.15,3.12,2.50,ACELERANDO,VERDE
331.25,46,21.94,3.25,2.50,ACELERANDO,VERDE
331.25,45,42.36,5.38,2.50,ACELERANDO,VERDE
331.25,44,111.59,9.88,0.00,VEL_CONST,VERDE
331.25,43,142.88,9.88,0.00,VEL_CONST,VERDE
331.25,42,174.97,9.88,0.00,VEL_CONST,VERDE
331.30,47,7.32,3.25,2.50,ACELERANDO,VERDE
331.30,46,22.11,3.38,2.50,ACELERANDO,VERDE
331.30,45,42.64,5.50,2.50,ACELERANDO,VERDE
331.30,44,112.08,9.88,0.00,VEL_CONST,VERDE
331.30,43,143.37,9.88,0.00,VEL_CONST,VERDE
331.30,42,175.46,9.88,0.00,VEL_CONST,VERDE
331.35,47,7.48,3.38,2.50,ACELERANDO,VERDE
331.35,46,22.29,3.50,2.50,ACELERANDO,VERDE
331.35,45,42.92,5.62,2.50,ACELERANDO,VERDE
331.35,44,112.58,9.88,0.00,VEL_CONST,VERDE
331.35,43,143.87,9.88,0.00,VEL_CONST,VERDE
331.35,42,175.95,9.88,0.00,VEL_CONST,VERDE
331.40,47,7.65,3.27,-2.00,DESACELERANDO,VERDE
331.40,46,22.47,3.62,2.50,ACELERANDO,VERDE
331.40,45,43.21,5.75,2.50,ACELERANDO,VERDE
331.40,44,113.07,9.88,0.00,VEL_CONST,VERDE
331.40,43,144.36,9.88,0.00,VEL_CONST,VERDE
331.40,42,176.45,9.88,0.00,VEL_CONST,VERDE
331.45,47,7.81,3.17,-2.00,DESACELERANDO,VERDE
331.45,46,22.66,3.75,2.50,ACELERANDO,VERDE
331.45,45,43.50,5.88,2.50,ACELERANDO,VERDE
331.45,44,113.56,9.88,0.00,VEL_CONST,VERDE
331.45,43,144.85,9.88,0.00,VEL_CONST,VERDE
331.45,42,176.94,9.88,0.00,VEL_CONST,VERDE
331.50,47,7.96,3.07,-2.00,DESACELERANDO,VERDE
331.50,46,22.85,3.88,2.50,ACELERANDO,VERDE
331.50,45,43.80,6.00,2.50,ACELERANDO,VERDE
331.50,44,114.06,9.88,0.00,VEL_CONST,VERDE
331.50,43,145.35,9.88,0.00,VEL_CONST,VERDE
331.50,42,177.44,9.88,0.00,VEL_CONST,VERDE
331.55,47,8.11,2.97,-2.00,DESACELERANDO,VERDE
331.55,46,23.05,4.00,2.50,ACELERANDO,VERDE
331.55,45,44.11,6.12,2.50,ACELERANDO,VERDE
331.55,44,114.55,9.88,0.00,VEL_CONST,VERDE
331.55,43,145.84,9.88,0.00,VEL_CONST,VERDE
331.55,42,177.93,9.88,0.00,VEL_CONST,VERDE
331.60,47,8.25,2.87,-2.00,DESACELERANDO,VERDE
331.60,46,23.26,4.12,2.50,ACELERANDO,VERDE
331.60,45,44.42,6.25,2.50,ACELERANDO,VERDE
331.60,44,115.04,9.88,0.00,VEL_CONST,VERDE
331.60,43,146.33,9.88,0.00,VEL_CONST,VERDE
331.60,42,178.42,9.88,0.00,VEL_CONST,VERDE
331.65,47,8.39,2.77,-2.00,DESACELERANDO,VERDE
331.65,46,23.47,4.25,2.50,ACELERANDO,VERDE
331.65,45,44.74,6.38,2.50,ACELERANDO,VERDE
331.65,44,115.54,9.88,0.00,VEL_CONST,VERDE
331.65,43,146.83,9.88,0.00,VEL_CONST,VERDE
331.65,42,178.92,9.88,0.00,VEL_CONST,VERDE
331.70,47,8.53,2.67,-2.00,DESACELERANDO,VERDE
331.70,46,23.69,4.38,2.50,ACELERANDO,VERDE
331.70,45,45.06,6.50,2.50,ACELERANDO,VERDE
331.70,44,116.03,9.88,0.00,VEL_CONST,VERDE
331.70,43,147.32,9.88,0.00,VEL_CONST,VERDE
331.70,42,179.41,9.88,0.00,VEL_CONST,VERDE
331.75,47,8.65,2.57,-2.00,DESACELERANDO,VERDE
331.75,46,23.91,4.50,2.50,ACELERANDO,VERDE
331.75,45,45.39,6.62,2.50,ACELERANDO,VERDE
331.75,44,116.53,9.88,0.00,VEL_CONST,VERDE
331.75,43,147.82,9.88,0.00,VEL_CONST,VERDE
331.75,42,179.90,9.88,0.00,VEL_CONST,VERDE
331.80,47,8.78,2.47,-2.00,DESACELERANDO,VERDE
331.80,46,24.14,4.62,2.50,ACELERANDO,VERDE
331.80,45,45.73,6.75,2.50,ACELERANDO,VERDE
331.80,44,117.02,9.88,0.00,VEL_CONST,VERDE
331.80,43,148.31,9.88,0.00,VEL_CONST,VERDE
331.80,42,180.40,9.88,0.00,VEL_CONST,VERDE
331.85,47,8.90,2.37,-2.00,DESACELERANDO,VERDE
331.85,46,24.38,4.75,2.50,ACELERANDO,VERDE
331.85,45,46.08,6.88,2.50,ACELERANDO,VERDE
331.85,44,117.51,9.88,0.00,VEL_CONST,VERDE
331.85,43,148.80,9.88,0.00,VEL_CONST,VERDE
331.85,42,180.89,9.88,0.00,VEL_CONST,VERDE
331.90,47,9.01,2.27,-2.00,DESACELERANDO,VERDE
331.90,46,24.63,4.88,2.50,ACELERANDO,VERDE
331.90,45,46.43,7.00,2.50,ACELERANDO,VERDE
331.90,44,118.01,9.88,0.00,VEL_CONST,VERDE
331.90,43,149.30,9.88,0.00,VEL_CONST,VERDE
331.90,42,181.39,9.88,0.00,VEL_CONST,VERDE
331.95,47,9.12,2.17,-2.00,DESACELERANDO,VERDE
331.95,46,24.88,5.00,2.50,ACELERANDO,VERDE
331.95,45,46.78,7.12,2.50,ACELERANDO,VERDE
331.95,44,118.50,9.88,0.00,VEL_CONST,VERDE
331.95,43,149.79,9.88,0.00,VEL_CONST,VERDE
331.95,42,181.88,9.88,0.00,VEL_CONST,VERDE
332.00,47,9.22,2.07,-2.00,DESACELERANDO,VERDE
332.00,46,25.13,5.12,2.50,ACELERANDO,VERDE
332.00,45,47.14,7.25,2.50,ACELERANDO,VERDE
332.00,44,118.99,9.88,0.00,VEL_CONST,VERDE
332.00,43,150.28,9.88,0.00,VEL_CONST,VERDE
332.00,42,182.37,9.88,0.00,VEL_CONST,VERDE
332.05,48,0.00,0.00,0.00,DETENIDO,VERDE
332.05,47,9.32,1.97,-2.00,DESACELERANDO,VERDE
332.05,46,25.39,5.25,2.50,ACELERANDO,VERDE
332.05,45,47.51,7.38,2.50,ACELERANDO,VERDE
332.05,44,119.49,9.88,0.00,VEL_CONST,VERDE
332.05,43,150.78,9.88,0.00,VEL_CONST,VERDE
332.05,42,182.87,9.88,0.00,VEL_CONST,VERDE
332.10,48,0.00,0.00,0.00,DETENIDO,VERDE
332.10,47,9.42,1.87,-2.00,DESACELERANDO,VERDE
332.10,46,25.66,5.38,2.50,ACELERANDO,VERDE
332.10,45,47.89,7.50,2.50,ACELERANDO,VERDE
332.10,44,119.98,9.88,0.00,VEL_CONST,VERDE
332.10,43,151.27,9.88,0.00,VEL_CONST,VERDE
332.10,42,183.36,9.88,0.00,VEL_CONST,VERDE
332.15,48,0.00,0.00,0.00,DETENIDO,VERDE
332.15,47,9.50,1.77,-2.00,DESACELERANDO,VERDE
332.15,46,25.94,5.50,2.50,ACELERANDO,VERDE
332.15,45,48.27,7.62,2.50,ACELERANDO,VERDE
332.15,44,120.48,9.88,0.00,VEL_CONST,VERDE
332.15,43,151.77,9.88,0.00,VEL_CONST,VERDE
332.15,42,183.85,9.88,0.00,VEL_CONST,VERDE
332.20,48,0.00,0.00,0.00,DETENIDO,VERDE
332.20,47,9.59,1.67,-2.00,DESACELERANDO,VERDE
332.20,46,26.22,5.62,2.50,ACELERANDO,VERDE
332.20,45,48.66,7.75,2.50,ACELERANDO,VERDE
332.20,44,120.97,9.88,0.00,VEL_CONST,VERDE
332.20,43,152.26,9.88,0.00,VEL_CONST,VERDE
332.20,42,184.35,9.88,0.00,VEL_CONST,VERDE
332.25,48,0.00,0.00,0.00,DETENIDO,VERDE
332.25,47,9.67,1.57,-2.00,DESACELERANDO,VERDE
332.25,46,26.51,5.75,2.50,ACELERANDO,VERDE
332.25,45,49.05,7.88,2.50,ACELERANDO,VERDE
332.25,44,121.46,9.88,0.00,VEL_CONST,VERDE
332.25,43,152.75,9.88,0.00,VEL_CONST,VERDE
332.25,42,184.84,9.88,0.00,VEL_CONST,VERDE
332.30,48,0.00,0.00,0.00,DETENIDO,VERDE
332.30,47,9.74,1.47,-2.00,DESACELERANDO,VERDE
332.30,46,26.80,5.88,2.50,ACELERANDO,VERDE
332.30,45,49.45,8.00,2.50,ACELERANDO,VERDE
332.30,44,121.96,9.88,0.00,VEL_CONST,VERDE
332.30,43,153.25,9.88,0.00,VEL_CONST,VERDE
332.30,42,185.34,9.88,0.00,VEL_CONST,VERDE
332.35,48,0.00,0.00,0.00,DETENIDO,VERDE
332.35,47,9.81,1.37,-2.00,DESACELERANDO,VERDE
332.35,46,27.10,6.00,2.50,ACELERANDO,VERDE
332.35,45,49.86,8.12,2.50,ACELERANDO,VERDE
332.35,44,122.45,9.88,0.00,VEL_CONST,VERDE
332.35,43,153.74,9.88,0.00,VEL_CONST,VERDE
332.35,42,185.83,9.88,0.00,VEL_CONST,VERDE
332.40,48,0.00,0.00,0.00,DETENIDO,VERDE
332.40,47,9.87,1.27,-2.00,DESACELERANDO,VERDE
332.40,46,27.40,5.90,-2.00,DESACELERANDO,VERDE
332.40,45,50.27,8.25,2.50,ACELERANDO,VERDE
332.40,44,122.94,9.88,0.00,VEL_CONST,VERDE
332.40,43,154.23,9.88,0.00,VEL_CONST,VERDE
332.40,42,186.32,9.88,0.00,VEL_CONST,VERDE
332.45,48,0.00,0.00,0.00,DETENIDO,VERDE
332.45,47,9.93,1.17,-2.00,DESACELERANDO,VERDE
332.45,46,27.69,5.80,-2.00,DESACELERANDO,VERDE
332.45,45,50.69,8.38,2.50,ACELERANDO,VERDE
332.45,44,123.44,9.88,0.00,VEL_CONST,VERDE
332.45,43,154.73,9.88,0.00,VEL_CONST,VERDE
332.45,42,186.82,9.88,0.00,VEL_CONST,VERDE
332.50,48,0.00,0.00,0.00,DETENIDO,VERDE
332.50,47,9.99,1.07,-2.00,DESACELERANDO,VERDE
332.50,46,27.97,5.70,-2.00,DESACELERANDO,VERDE
332.50,45,51.11,8.50,2.50,ACELERANDO,VERDE
332.50,44,123.93,9.88,0.00,VEL_CONST,VERDE
332.50,43,155.22,9.88,0.00,VEL_CONST,VERDE
332.50,42,187.31,9.88,0.00,VEL_CONST,VERDE
332.55,48,0.00,0.00,0.00,DETENIDO,VERDE
332.55,47,10.03,0.97,-2.00,DESACELERANDO,VERDE
332.55,46,28.25,5.60,-2.00,DESACELERANDO,VERDE
332.55,45,51.54,8.62,2.50,ACELERANDO,VERDE
332.55,44,124.43,9.88,0.00,VEL_CONST,VERDE
332.55,43,155.72,9.88,0.00,VEL_CONST,VERDE
332.55,42,187.80,9.88,0.00,VEL_CONST,VERDE
332.60,48,0.00,0.00,0.00,DETENIDO,VERDE
332.60,47,10.08,0.87,-2.00,DESACELERANDO,VERDE
332.60,46,28.53,5.50,-2.00,DESACELERANDO,VERDE
332.60,45,51.98,8.75,2.50,ACELERANDO,VERDE
332.60,44,124.92,9.88,0.00,VEL_CONST,VERDE
332.60,43,156.21,9.88,0.00,VEL_CONST,VERDE
332.60,42,188.30,9.88,0.00,VEL_CONST,VERDE
332.65,48,0.00,0.00,0.00,DETENIDO,VERDE
332.65,47,10.12,0.77,-2.00,DESACELERANDO,VERDE
332.65,46,28.80,5.40,-2.00,DESACELERANDO,VERDE
332.65,45,52.43,8.88,2.50,ACELERANDO,VERDE
332.65,44,125.41,9.88,0.00,VEL_CONST,VERDE
332.65,43,156.70,9.88,0.00,VEL_CONST,VERDE
332.65,42,188.79,9.88,0.00,VEL_CONST,VERDE
332.70,48,0.00,0.00,0.00,DETENIDO,VERDE
332.70,47,10.15,0.67,-2.00,DESACELERANDO,VERDE
332.70,46,29.06,5.30,-2.00,DESACELERANDO,VERDE
332.70,45,52.88,9.00,2.50,ACELERANDO,VERDE
332.70,44,125.91,9.88,0.00,VEL_CONST,VERDE
332.70,43,157.20,9.88,0.00,VEL_CONST,VERDE
332.70,42,189.29,9.88,0.00,VEL_CONST,VERDE
332.75,48,0.00,0.00,0.00,DETENIDO,VERDE
332.75,47,10.18,0.57,-2.00,DESACELERANDO,VERDE
332.75,46,29.32,5.20,-2.00,DESACELERANDO,VERDE
332.75,45,53.33,9.12,2.50,ACELERANDO,VERDE
332.75,44,126.40,9.88,0.00,VEL_CONST,VERDE
332.75,43,157.69,9.88,0.00,VEL_CONST,VERDE
332.75,42,189.78,9.88,0.00,VEL_CONST,VERDE
332.80,48,0.00,0.00,0.00,DETENIDO,VERDE
332.80,47,10.20,0.47,-2.00,DESACELERANDO,VERDE
332.80,46,29.58,5.10,-2.00,DESACELERANDO,VERDE
332.80,45,53.79,9.25,2.50,ACELERANDO,VERDE
332.80,44,126.89,9.88,0.00,VEL_CONST,VERDE
332.80,43,158.18,9.88,0.00,VEL_CONST,VERDE
332.80,42,190.27,9.88,0.00,VEL_CONST,VERDE
332.85,48,0.00,0.00,0.00,DETENIDO,VERDE
332.85,47,10.22,0.37,-2.00,DESACELERANDO,VERDE
332.85,46,29.83,5.00,-2.00,DESACELERANDO,VERDE
332.85,45,54.26,9.38,2.50,ACELERANDO,VERDE
332.85,44,127.39,9.88,0.00,VEL_CONST,VERDE
332.85,43,158.68,9.88,0.00,VEL_CONST,VERDE
332.85,42,190.77,9.88,0.00,VEL_CONST,VERDE
332.90,48,0.00,0.00,0.00,DETENIDO,VERDE
332.90,47,10.24,0.27,-2.00,DESACELERANDO,VERDE
332.90,46,30.07,4.90,-2.00,DESACELERANDO,VERDE
332.90,45,54.74,9.50,2.50,ACELERANDO,VERDE
332.90,44,127.88,9.88,0.00,VEL_CONST,VERDE
332.90,43,159.17,9.88,0.00,VEL_CONST,VERDE
332.90,42,191.26,9.88,0.00,VEL_CONST,VERDE
332.95,48,0.00,0.00,0.00,DETENIDO,VERDE
332.95,47,10.24,0.17,-2.00,DESACELERANDO,VERDE
332.95,46,30.31,4.80,-2.00,DESACELERANDO,VERDE
332.95,45,55.22,9.62,2.50,ACELERANDO,VERDE
332.95,44,128.38,9.88,0.00,VEL_CONST,VERDE
332.95,43,159.67,9.88,0.00,VEL_CONST,VERDE
332.95,42,191.75,9.88,0.00,VEL_CONST,VERDE
333.00,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.00,47,10.24,0.00,-2.00,DESACELERANDO,AMARILLO
333.00,46,30.55,4.70,-2.00,DESACELERANDO,AMARILLO
333.00,45,55.71,9.75,2.50,ACELERANDO,AMARILLO
333.00,44,128.87,9.88,0.00,VEL_CONST,AMARILLO
333.00,43,160.16,9.88,0.00,VEL_CONST,AMARILLO
333.00,42,192.25,9.88,0.00,VEL_CONST,AMARILLO
333.05,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.05,47,10.25,0.12,2.50,ACELERANDO,AMARILLO
333.05,46,30.78,4.60,-2.00,DESACELERANDO,AMARILLO
333.05,45,56.20,9.88,2.50,ACELERANDO,AMARILLO
333.05,44,129.36,9.88,0.00,VEL_CONST,AMARILLO
333.05,43,160.65,9.88,0.00,VEL_CONST,AMARILLO
333.05,42,192.74,9.88,0.00,VEL_CONST,AMARILLO
333.10,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.10,47,10.26,0.25,2.50,ACELERANDO,AMARILLO
333.10,46,31.00,4.50,-2.00,DESACELERANDO,AMARILLO
333.10,45,56.70,10.00,2.50,ACELERANDO,AMARILLO
333.10,44,129.86,9.88,0.00,VEL_CONST,AMARILLO
333.10,43,161.15,9.88,0.00,VEL_CONST,AMARILLO
333.10,42,193.24,9.88,0.00,VEL_CONST,AMARILLO
333.15,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.15,47,10.28,0.38,2.50,ACELERANDO,AMARILLO
333.15,46,31.22,4.40,-2.00,DESACELERANDO,AMARILLO
333.15,45,57.20,10.00,2.50,ACELERANDO,AMARILLO
333.15,44,130.35,9.88,0.00,VEL_CONST,AMARILLO
333.15,43,161.64,9.88,0.00,VEL_CONST,AMARILLO
333.15,42,193.73,9.88,0.00,VEL_CONST,AMARILLO
333.20,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.20,47,10.31,0.50,2.50,ACELERANDO,AMARILLO
333.20,46,31.44,4.30,-2.00,DESACELERANDO,AMARILLO
333.20,45,57.70,10.00,2.50,ACELERANDO,AMARILLO
333.20,44,130.84,9.88,0.00,VEL_CONST,AMARILLO
333.20,43,162.13,9.88,0.00,VEL_CONST,AMARILLO
333.20,42,194.22,9.88,0.00,VEL_CONST,AMARILLO
333.25,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.25,47,10.34,0.62,2.50,ACELERANDO,AMARILLO
333.25,46,31.65,4.20,-2.00,DESACELERANDO,AMARILLO
333.25,45,58.20,10.00,2.50,ACELERANDO,AMARILLO
333.25,44,131.34,9.88,0.00,VEL_CONST,AMARILLO
333.25,43,162.63,9.88,0.00,VEL_CONST,AMARILLO
333.25,42,194.72,9.88,0.00,VEL_CONST,AMARILLO
333.30,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.30,47,10.38,0.75,2.50,ACELERANDO,AMARILLO
333.30,46,31.85,4.10,-2.00,DESACELERANDO,AMARILLO
333.30,45,58.70,10.00,2.50,ACELERANDO,AMARILLO
333.30,44,131.83,9.88,0.00,VEL_CONST,AMARILLO
333.30,43,163.12,9.88,0.00,VEL_CONST,AMARILLO
333.30,42,195.21,9.88,0.00,VEL_CONST,AMARILLO
333.35,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.35,47,10.42,0.88,2.50,ACELERANDO,AMARILLO
333.35,46,32.05,4.00,-2.00,DESACELERANDO,AMARILLO
333.35,45,59.20,10.00,2.50,ACELERANDO,AMARILLO
333.35,44,132.33,9.88,0.00,VEL_CONST,AMARILLO
333.35,43,163.62,9.88,0.00,VEL_CONST,AMARILLO
333.35,42,195.70,9.88,0.00,VEL_CONST,AMARILLO
333.40,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.40,47,10.47,1.00,2.50,ACELERANDO,AMARILLO
333.40,46,32.25,3.90,-2.00,DESACELERANDO,AMARILLO
333.40,45,59.70,10.00,2.50,ACELERANDO,AMARILLO
333.40,44,132.82,9.88,0.00,VEL_CONST,AMARILLO
333.40,43,164.11,9.88,0.00,VEL_CONST,AMARILLO
333.40,42,196.20,9.88,0.00,VEL_CONST,AMARILLO
333.45,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.45,47,10.53,1.12,2.50,ACELERANDO,AMARILLO
333.45,46,32.44,3.80,-2.00,DESACELERANDO,AMARILLO
333.45,45,60.20,10.00,2.50,ACELERANDO,AMARILLO
333.45,44,133.31,9.88,0.00,VEL_CONST,AMARILLO
333.45,43,164.60,9.88,0.00,VEL_CONST,AMARILLO
333.45,42,196.69,9.88,0.00,VEL_CONST,AMARILLO
333.50,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.50,47,10.59,1.25,2.50,ACELERANDO,AMARILLO
333.50,46,32.62,3.70,-2.00,DESACELERANDO,AMARILLO
333.50,45,60.70,10.00,2.50,ACELERANDO,AMARILLO
333.50,44,133.81,9.88,0.00,VEL_CONST,AMARILLO
333.50,43,165.10,9.88,0.00,VEL_CONST,AMARILLO
333.50,42,197.19,9.88,0.00,VEL_CONST,AMARILLO
333.55,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.55,47,10.66,1.38,2.50,ACELERANDO,AMARILLO
333.55,46,32.80,3.60,-2.00,DESACELERANDO,AMARILLO
333.55,45,61.20,10.00,2.50,ACELERANDO,AMARILLO
333.55,44,134.30,9.88,0.00,VEL_CONST,AMARILLO
333.55,43,165.59,9.88,0.00,VEL_CONST,AMARILLO
333.55,42,197.68,9.88,0.00,VEL_CONST,AMARILLO
333.60,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.60,47,10.73,1.50,2.50,ACELERANDO,AMARILLO
333.60,46,32.98,3.50,-2.00,DESACELERANDO,AMARILLO
333.60,45,61.70,10.00,2.50,ACELERANDO,AMARILLO
333.60,44,134.79,9.88,0.00,VEL_CONST,AMARILLO
333.60,43,166.08,9.88,0.00,VEL_CONST,AMARILLO
333.60,42,198.17,9.88,0.00,VEL_CONST,AMARILLO
333.65,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.65,47,10.81,1.62,2.50,ACELERANDO,AMARILLO
333.65,46,33.15,3.40,-2.00,DESACELERANDO,AMARILLO
333.65,45,62.20,10.00,2.50,ACELERANDO,AMARILLO
333.65,44,135.29,9.88,0.00,VEL_CONST,AMARILLO
333.65,43,166.58,9.88,0.00,VEL_CONST,AMARILLO
333.65,42,198.67,9.88,0.00,VEL_CONST,AMARILLO
333.70,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.70,47,10.90,1.75,2.50,ACELERANDO,AMARILLO
333.70,46,33.31,3.30,-2.00,DESACELERANDO,AMARILLO
333.70,45,62.70,10.00,2.50,ACELERANDO,AMARILLO
333.70,44,135.78,9.88,0.00,VEL_CONST,AMARILLO
333.70,43,167.07,9.88,0.00,VEL_CONST,AMARILLO
333.70,42,199.16,9.88,0.00,VEL_CONST,AMARILLO
333.75,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.75,47,10.99,1.88,2.50,ACELERANDO,AMARILLO
333.75,46,33.47,3.20,-2.00,DESACELERANDO,AMARILLO
333.75,45,63.20,10.00,2.50,ACELERANDO,AMARILLO
333.75,44,136.28,9.88,0.00,VEL_CONST,AMARILLO
333.75,43,167.57,9.88,0.00,VEL_CONST,AMARILLO
333.75,42,199.65,9.88,0.00,VEL_CONST,AMARILLO
333.80,48,0.00,0.00,0.00,DETENIDO,AMARILLO
333.80,47,11.09,2.00,2.50,ACELERANDO,AMARILLO
333.80,46,33.63,3.10,-2.00,DESACELERANDO,AMARILLO
333.80,45,63.70,10.00,2.50,ACELERANDO,AMARILLO
333.80,44,136.77,9.88,0.00,VEL_CONST,AMARILLO
333.80,43,168.06,9.88,0.00,VEL_CONST,AMARILLO
333.80,42,200.15,9.88,0.00,VEL_CONST,AMARILLO
333.85,48,0.01,0.12,2.50,ACELERANDO,AMARILLO
333.85,47,11.20,2.12,2.50,ACELERANDO,AMARILLO
333.85,46,33.78,3.00,-2.00,DESACELERANDO,AMARILLO
333.85,45,64.20,10.00,2.50,ACELERANDO,AMARILLO
333.85,44,137.26,9.88,0.00,VEL_CONST,AMARILLO
333.85,43,168.55,9.88,0.00,VEL_CONST,AMARILLO
333.90,48,0.02,0.25,2.50,ACELERANDO,AMARILLO
333.90,47,11.31,2.25,2.50,ACELERANDO,AMARILLO
333.90,46,33.92,2.90,-2.00,DESACELERANDO,AMARILLO
333.90,45,64.70,10.00,2.50,ACELERANDO,AMARILLO
333.90,44,137.76,9.88,0.00,VEL_CONST,AMARILLO
333.90,43,169.05,9.88,0.00,VEL_CONST,AMARILLO
333.95,48,0.04,0.38,2.50,ACELERANDO,AMARILLO
333.95,47,11.43,2.38,2.50,ACELERANDO,AMARILLO
333.95,46,34.06,2.80,-2.00,DESACELERANDO,AMARILLO
333.95,45,65.20,10.00,2.50,ACELERANDO,AMARILLO
333.95,44,138.25,9.88,0.00,VEL_CONST,AMARILLO
333.95,43,169.54,9.88,0.00,VEL_CONST,AMARILLO
334.00,48,0.06,0.50,2.50,ACELERANDO,AMARILLO
334.00,47,11.56,2.50,2.50,ACELERANDO,AMARILLO
334.00,46,34.20,2.70,-2.00,DESACELERANDO,AMARILLO
334.00,45,65.70,10.00,2.50,ACELERANDO,AMARILLO
334.00,44,138.74,9.88,0.00,VEL_CONST,AMARILLO
334.00,43,170.03,9.88,0.00,VEL_CONST,AMARILLO
334.05,48,0.09,0.62,2.50,ACELERANDO,AMARILLO
334.05,47,11.69,2.62,2.50,ACELERANDO,AMARILLO
334.05,46,34.33,2.60,-2.00,DESACELERANDO,AMARILLO
334.05,45,66.20,10.00,2.50,ACELERANDO,AMARILLO
334.05,44,139.24,9.88,0.00,VEL_CONST,AMARILLO
334.05,43,170.53,9.88,0.00,VEL_CONST,AMARILLO
334.10,48,0.13,0.75,2.50,ACELERANDO,AMARILLO
334.10,47,11.83,2.75,2.50,ACELERANDO,AMARILLO
334.10,46,34.45,2.50,-2.00,DESACELERANDO,AMARILLO
334.10,45,66.70,10.00,2.50,ACELERANDO,AMARILLO
334.10,44,139.73,9.88,0.00,VEL_CONST,AMARILLO
334.10,43,171.02,9.88,0.00,VEL_CONST,AMARILLO
334.15,48,0.18,0.88,2.50,ACELERANDO,AMARILLO
334.15,47,11.97,2.88,2.50,ACELERANDO,AMARILLO
334.15,46,34.57,2.40,-2.00,DESACELERANDO,AMARILLO
334.15,45,67.20,10.00,2.50,ACELERANDO,AMARILLO
334.15,44,140.23,9.88,0.00,VEL_CONST,AMARILLO
334.15,43,171.52,9.88,0.00,VEL_CONST,AMARILLO
334.20,48,0.23,1.00,2.50,ACELERANDO,AMARILLO
334.20,47,12.12,3.00,2.50,ACELERANDO,AMARILLO
334.20,46,34.69,2.30,-2.00,DESACELERANDO,AMARILLO
334.20,45,67.70,10.00,2.50,ACELERANDO,AMARILLO
334.20,44,140.71,9.78,-2.00,DESACELERANDO,AMARILLO
334.20,43,172.01,9.88,0.00,VEL_CONST,AMARILLO
334.25,48,0.28,1.12,2.50,ACELERANDO,AMARILLO
334.25,47,12.28,3.12,2.50,ACELERANDO,AMARILLO
334.25,46,34.80,2.20,-2.00,DESACELERANDO,AMARILLO
334.25,45,68.20,10.00,2.50,ACELERANDO,AMARILLO
334.25,44,141.20,9.68,-2.00,DESACELERANDO,AMARILLO
334.25,43,172.50,9.88,0.00,VEL_CONST,AMARILLO
334.30,48,0.34,1.25,2.50,ACELERANDO,AMARILLO
334.30,47,12.44,3.25,2.50,ACELERANDO,AMARILLO
334.30,46,34.90,2.10,-2.00,DESACELERANDO,AMARILLO
334.30,45,68.70,10.00,2.50,ACELERANDO,AMARILLO
334.30,44,141.68,9.58,-2.00,DESACELERANDO,AMARILLO
334.30,43,173.00,9.88,0.00,VEL_CONST,AMARILLO
334.35,48,0.41,1.38,2.50,ACELERANDO,AMARILLO
334.35,47,12.61,3.38,2.50,ACELERANDO,AMARILLO
334.35,46,35.00,2.00,-2.00,DESACELERANDO,AMARILLO
334.35,45,69.20,10.00,2.50,ACELERANDO,AMARILLO
334.35,44,142.15,9.48,-2.00,DESACELERANDO,AMARILLO
334.35,43,173.49,9.88,0.00,VEL_CONST,AMARILLO
334.40,48,0.49,1.50,2.50,ACELERANDO,AMARILLO
334.40,47,12.78,3.50,2.50,ACELERANDO,AMARILLO
334.40,46,35.10,1.90,-2.00,DESACELERANDO,AMARILLO
